"id_product","active","reference","price","name","description_short","categoria","name","caracteristica1"
"24","1",,"23000.000000","Harry Potter and the Sorcerer's Stone",,"Literatura Fantástica","Editorial","'Scholastic'"
"24","1",,"23000.000000","Harry Potter and the Sorcerer's Stone",,"Literatura Fantástica","Edicion","'1998'"
"24","1",,"23000.000000","Harry Potter and the Sorcerer's Stone",,"Literatura Fantástica","Autor","'J.K. Rowling'"
"24","1",,"23000.000000","Harry Potter and the Sorcerer's Stone",,"Literatura Fantástica","Pais","''"
"24","1",,"23000.000000","Harry Potter and the Sorcerer's Stone",,"Literatura Fantástica","Genero","'Novela fantástica"
"24","1",,"23000.000000","Harry Potter and the Sorcerer's Stone",,"Literatura Fantástica","Estado","'Muy bueno'"
"24","1",,"23000.000000","Harry Potter and the Sorcerer's Stone",,"Literatura Fantástica","Propietario","1004: Fabian Camilo Heredia Rodríguez"
"24","1",,"23000.000000","Harry Potter and the Sorcerer's Stone",,"Literatura Fantástica","Propietario Anterior","'Manuel Ramirez'"
"24","1",,"23000.000000","Harry Potter and the Sorcerer's Stone",,"Literatura Fantástica","Transaccion","'Venta'"
"25","0",,"43000.000000","Aritmética",,"Matemáticas","ISBN10","'9708170011'"
"25","0",,"43000.000000","Aritmética",,"Matemáticas","ISBN13","'9789708170017'"
"25","0",,"43000.000000","Aritmética",,"Matemáticas","Editorial","'Grupo Patria Cultural'"
"25","0",,"43000.000000","Aritmética",,"Matemáticas","Edicion","'2nd edition (December 1"
"25","0",,"43000.000000","Aritmética",,"Matemáticas","Autor","'Aurelio Baldor'"
"25","0",,"43000.000000","Aritmética",,"Matemáticas","Pais","''"
"25","0",,"43000.000000","Aritmética",,"Matemáticas","Genero","'Académico"
"25","0",,"43000.000000","Aritmética",,"Matemáticas","Estado","'Muy bueno'"
"25","0",,"43000.000000","Aritmética",,"Matemáticas","Propietario","1006: Javier Escudero"
"25","0",,"43000.000000","Aritmética",,"Matemáticas","Propietario Anterior","'Manuel Ramirez'"
"25","0",,"43000.000000","Aritmética",,"Matemáticas","Transaccion","'Venta'"
"26","0",,"20000.000000","Siete cuentos góticos",,"Cuentos","ISBN10","'8481302090'"
"26","0",,"20000.000000","Siete cuentos góticos",,"Cuentos","ISBN13","'9788481302097'"
"26","0",,"20000.000000","Siete cuentos góticos",,"Cuentos","Editorial","'Millenium'"
"26","0",,"20000.000000","Siete cuentos góticos",,"Cuentos","Edicion","'1999'"
"26","0",,"20000.000000","Siete cuentos góticos",,"Cuentos","Autor","'Karen Blixen (Isak Dinesen)'"
"26","0",,"20000.000000","Siete cuentos góticos",,"Cuentos","Pais","''"
